Line; Date; Time; I INA SPECTRO (mA); I INA OSCAR (mA); I INA MOTORS (mA); I INA BATT (mA); I INA DC_BUS (mA); I INA Q7 (mA); I INA 5V (mA); I INA 3V3 (mA)
954; 2023/10/10; 19:18:32; 1048575; 62; 0; 0; 2552; 48; 22; 7
955; 2023/10/10; 19:18:42; 0; 62; 0; 0; 2538; 46; 22; 7
956; 2023/10/10; 19:18:52; 0; 62; 0; 0; 2389; 42; 22; 6
957; 2023/10/10; 19:19:02; 1048575; 62; 0; 0; 2526; 47; 22; 7
958; 2023/10/10; 19:19:12; 1048575; 62; 0; 0; 2547; 47; 22; 7
959; 2023/10/10; 19:19:22; 0; 62; 0; 0; 2558; 45; 22; 7
960; 2023/10/10; 19:19:32; 1048575; 62; 0; 0; 2550; 47; 22; 7
961; 2023/10/10; 19:19:42; 1048575; 62; 0; 0; 2548; 44; 22; 7
962; 2023/10/10; 19:19:52; 0; 62; 0; 0; 2610; 46; 22; 7
963; 2023/10/10; 19:20:02; 1048575; 62; 0; 0; 2590; 41; 22; 6
964; 2023/10/10; 19:20:12; 0; 62; 0; 0; 2720; 50; 22; 7
965; 2023/10/10; 19:20:22; 0; 62; 0; 0; 2736; 45; 22; 7
966; 2023/10/10; 19:20:32; 1048575; 62; 0; 0; 2699; 45; 22; 7
967; 2023/10/10; 19:20:42; 0; 62; 0; 0; 2692; 48; 22; 7
968; 2023/10/10; 19:20:52; 1048575; 62; 0; 0; 2677; 46; 22; 7
969; 2023/10/10; 19:21:02; 0; 62; 0; 0; 2654; 44; 22; 7
970; 2023/10/10; 19:21:12; 1; 62; 0; 0; 2356; 44; 22; 6
971; 2023/10/10; 19:21:22; 1048574; 62; 0; 0; 2513; 45; 22; 7
972; 2023/10/10; 19:21:32; 1048575; 62; 0; 0; 2529; 45; 22; 7
973; 2023/10/10; 19:21:42; 0; 62; 0; 0; 2653; 48; 22; 7
974; 2023/10/10; 19:21:52; 0; 62; 0; 0; 2524; 45; 22; 7
975; 2023/10/10; 19:22:02; 0; 52; 0; 0; 2462; 44; 22; 7
976; 2023/10/10; 19:22:12; 0; 52; 0; 0; 2476; 48; 22; 7
977; 2023/10/10; 19:22:22; 1048575; 52; 0; 0; 2313; 43; 22; 6
978; 2023/10/10; 19:22:32; 0; 63; 0; 0; 2521; 44; 22; 7
979; 2023/10/10; 19:22:42; 0; 63; 0; 0; 2529; 48; 22; 7
980; 2023/10/10; 19:22:52; 1048575; 63; 0; 0; 2529; 46; 22; 7
981; 2023/10/10; 19:23:02; 0; 62; 0; 0; 2521; 44; 22; 7
982; 2023/10/10; 19:23:12; 1048574; 63; 0; 0; 2547; 47; 22; 7
983; 2023/10/10; 19:23:22; 1048575; 62; 0; 0; 2564; 47; 22; 7
984; 2023/10/10; 19:23:32; 0; 62; 0; 0; 2420; 44; 22; 6
985; 2023/10/10; 19:23:42; 1048575; 62; 0; 0; 2593; 48; 22; 7
986; 2023/10/10; 19:23:52; 1; 62; 0; 0; 2605; 46; 22; 7
987; 2023/10/10; 19:24:02; 0; 62; 0; 0; 2631; 46; 22; 7
988; 2023/10/10; 19:24:12; 1048575; 62; 0; 0; 2655; 48; 22; 7
989; 2023/10/10; 19:24:22; 0; 62; 0; 0; 2748; 48; 22; 7
990; 2023/10/10; 19:24:32; 1048575; 62; 0; 0; 2743; 45; 22; 7
991; 2023/10/10; 19:24:42; 1048575; 62; 0; 0; 2356; 41; 22; 6
992; 2023/10/10; 19:24:52; 0; 62; 0; 0; 2719; 46; 22; 7
993; 2023/10/10; 19:25:02; 0; 62; 0; 0; 2677; 44; 22; 7
994; 2023/10/10; 19:25:12; 0; 62; 0; 0; 2678; 48; 22; 7
995; 2023/10/10; 19:25:22; 0; 62; 0; 0; 2526; 47; 22; 7
996; 2023/10/10; 19:25:32; 1048575; 62; 0; 0; 2657; 44; 22; 7
997; 2023/10/10; 19:25:42; 1048575; 63; 0; 0; 2531; 47; 22; 7
998; 2023/10/10; 19:25:52; 0; 62; 0; 0; 2356; 44; 22; 6
999; 2023/10/10; 19:26:02; 1048575; 62; 0; 0; 2685; 48; 22; 7
1000; 2023/10/10; 19:26:12; 1048575; 62; 0; 0; 2507; 47; 22; 7
1001; 2023/10/10; 19:26:22; 0; 62; 0; 0; 2522; 48; 22; 7
1002; 2023/10/10; 19:26:32; 1048575; 62; 0; 0; 2508; 44; 22; 7
1003; 2023/10/10; 19:26:42; 1048575; 52; 0; 0; 2515; 47; 22; 7
1004; 2023/10/10; 19:26:52; 0; 52; 0; 0; 2467; 48; 22; 7
1005; 2023/10/10; 19:27:02; 1048575; 52; 0; 0; 2427; 43; 22; 6
1006; 2023/10/10; 19:27:12; 1048575; 60; 0; 0; 2636; 45; 22; 7
1007; 2023/10/10; 19:27:22; 0; 63; 0; 0; 2645; 48; 22; 7
1008; 2023/10/10; 19:27:32; 1048575; 63; 0; 0; 2681; 45; 22; 7
1009; 2023/10/10; 19:27:42; 1048575; 62; 0; 0; 2690; 45; 22; 7
1010; 2023/10/10; 19:27:52; 0; 63; 0; 0; 2697; 48; 22; 7
1011; 2023/10/10; 19:28:02; 0; 62; 0; 0; 2648; 46; 22; 7
1012; 2023/10/10; 19:28:12; 1048575; 62; 0; 0; 2418; 42; 22; 6
1013; 2023/10/10; 19:28:22; 0; 62; 0; 0; 2659; 48; 22; 7
1014; 2023/10/10; 19:28:32; 1048575; 62; 0; 0; 2636; 47; 22; 7
1015; 2023/10/10; 19:28:42; 0; 62; 0; 0; 2511; 45; 22; 7
1016; 2023/10/10; 19:28:52; 0; 62; 0; 0; 2506; 49; 22; 7
1017; 2023/10/10; 19:29:02; 0; 62; 0; 0; 2561; 47; 22; 7
1018; 2023/10/10; 19:29:12; 1048575; 62; 0; 0; 2530; 45; 22; 7
1019; 2023/10/10; 19:29:22; 1048575; 62; 0; 0; 2356; 43; 22; 6
1020; 2023/10/10; 19:29:32; 1048575; 62; 0; 0; 2542; 46; 22; 7
1021; 2023/10/10; 19:29:42; 1048575; 62; 0; 0; 2521; 45; 22; 7
1022; 2023/10/10; 19:29:52; 0; 62; 0; 0; 2566; 47; 22; 7
1023; 2023/10/10; 19:30:02; 1048575; 62; 0; 0; 2584; 48; 22; 7
1024; 2023/10/10; 19:30:12; 1048575; 62; 0; 0; 2639; 45; 22; 7
1025; 2023/10/10; 19:30:22; 1048575; 62; 0; 0; 2640; 47; 22; 7
1026; 2023/10/10; 19:30:32; 0; 62; 0; 0; 2510; 44; 22; 6
1027; 2023/10/10; 19:30:42; 1048575; 62; 0; 0; 2664; 45; 22; 7
1028; 2023/10/10; 19:30:52; 0; 62; 0; 0; 2681; 45; 22; 7
1029; 2023/10/10; 19:31:02; 0; 62; 0; 0; 2678; 47; 22; 7
1030; 2023/10/10; 19:31:12; 0; 62; 0; 0; 2711; 44; 22; 7
1031; 2023/10/10; 19:31:22; 0; 62; 0; 0; 2664; 44; 22; 7
1032; 2023/10/10; 19:31:32; 0; 52; 0; 0; 2616; 48; 22; 7
1033; 2023/10/10; 19:31:42; 1048575; 52; 0; 0; 2310; 43; 22; 6
1034; 2023/10/10; 19:31:52; 0; 55; 0; 0; 2511; 45; 22; 7
1035; 2023/10/10; 19:32:02; 0; 63; 0; 0; 2526; 47; 22; 7
1036; 2023/10/10; 19:32:12; 0; 62; 0; 0; 2520; 48; 22; 7
1037; 2023/10/10; 19:32:22; 0; 63; 0; 0; 2538; 45; 22; 7
1038; 2023/10/10; 19:32:32; 1048575; 62; 0; 0; 2583; 47; 22; 7
1039; 2023/10/10; 19:32:42; 1048575; 62; 0; 0; 2609; 48; 22; 7
1040; 2023/10/10; 19:32:52; 1048574; 62; 0; 0; 2480; 44; 22; 6
1041; 2023/10/10; 19:33:02; 1048575; 62; 0; 0; 2642; 45; 22; 7
1042; 2023/10/10; 19:33:12; 1048575; 62; 0; 0; 2663; 49; 22; 7
1043; 2023/10/10; 19:33:22; 0; 62; 0; 0; 2695; 47; 22; 7
1044; 2023/10/10; 19:33:32; 1048575; 62; 0; 0; 2695; 45; 22; 7
1045; 2023/10/10; 19:33:42; 1048575; 62; 0; 0; 2619; 48; 22; 7
1046; 2023/10/10; 19:33:52; 0; 62; 0; 0; 2663; 48; 22; 7
1047; 2023/10/10; 19:34:02; 0; 62; 0; 0; 2395; 42; 22; 6
1048; 2023/10/10; 19:34:12; 0; 62; 0; 0; 2643; 47; 22; 7
1049; 2023/10/10; 19:34:22; 0; 62; 0; 0; 2673; 46; 22; 7
1050; 2023/10/10; 19:34:32; 0; 62; 0; 0; 2526; 45; 22; 7
1051; 2023/10/10; 19:34:42; 1048575; 62; 0; 0; 2533; 47; 22; 7
1052; 2023/10/10; 19:34:52; 0; 62; 0; 0; 2511; 48; 22; 7
1053; 2023/10/10; 19:35:02; 1048575; 62; 0; 0; 2557; 46; 22; 7
1054; 2023/10/10; 19:35:12; 0; 62; 0; 0; 2380; 41; 22; 6
1055; 2023/10/10; 19:35:22; 1048575; 62; 0; 0; 2547; 48; 22; 7
1056; 2023/10/10; 19:35:32; 1048575; 62; 0; 0; 2524; 45; 22; 7
1057; 2023/10/10; 19:35:42; 1048575; 62; 0; 0; 2568; 45; 22; 7
1058; 2023/10/10; 19:35:52; 1048575; 62; 0; 0; 2574; 48; 22; 7
1059; 2023/10/10; 19:36:02; 0; 62; 0; 0; 2677; 48; 22; 7
1060; 2023/10/10; 19:36:12; 1048575; 52; 0; 0; 2583; 45; 22; 7
1061; 2023/10/10; 19:36:22; 1048575; 52; 0; 0; 2535; 41; 22; 6
1062; 2023/10/10; 19:36:32; 0; 52; 0; 0; 2651; 47; 22; 7
1063; 2023/10/10; 19:36:42; 0; 63; 0; 0; 2689; 45; 22; 7
1064; 2023/10/10; 19:36:52; 1048575; 62; 0; 0; 2663; 47; 22; 7
1065; 2023/10/10; 19:37:02; 0; 63; 0; 0; 2662; 48; 22; 7
1066; 2023/10/10; 19:37:12; 1048575; 63; 0; 0; 2557; 46; 22; 7
1067; 2023/10/10; 19:37:22; 0; 63; 0; 0; 2537; 48; 22; 7
1068; 2023/10/10; 19:37:32; 0; 62; 0; 0; 2354; 46; 22; 6
1069; 2023/10/10; 19:37:42; 0; 62; 0; 0; 2515; 45; 22; 7
1070; 2023/10/10; 19:37:52; 0; 62; 0; 0; 2504; 45; 22; 7
1071; 2023/10/10; 19:38:02; 0; 62; 0; 0; 2507; 48; 22; 7
1072; 2023/10/10; 19:38:12; 1048575; 62; 0; 0; 2526; 45; 22; 7
1073; 2023/10/10; 19:38:22; 1048575; 62; 0; 0; 2556; 44; 22; 7
1074; 2023/10/10; 19:38:32; 1048575; 62; 0; 0; 2575; 48; 22; 7
1075; 2023/10/10; 19:38:42; 1048575; 62; 0; 0; 2496; 43; 22; 6
1076; 2023/10/10; 19:38:52; 1048575; 62; 0; 0; 2588; 45; 22; 7
1077; 2023/10/10; 19:39:02; 1048574; 62; 0; 0; 2614; 48; 22; 7
1078; 2023/10/10; 19:39:12; 1048575; 62; 0; 0; 2637; 45; 22; 7
1079; 2023/10/10; 19:39:22; 0; 62; 0; 0; 2693; 44; 22; 7
1080; 2023/10/10; 19:39:32; 1048575; 62; 0; 0; 2683; 47; 22; 7
1081; 2023/10/10; 19:39:42; 1; 62; 0; 0; 2672; 47; 22; 7
1082; 2023/10/10; 19:39:52; 0; 62; 0; 0; 2360; 41; 22; 6
1083; 2023/10/10; 19:40:02; 1048575; 62; 0; 0; 2663; 47; 22; 7
1084; 2023/10/10; 19:40:12; 0; 62; 0; 0; 2528; 48; 22; 7
1085; 2023/10/10; 19:40:22; 0; 62; 0; 0; 2506; 45; 22; 7
1086; 2023/10/10; 19:40:32; 1048575; 62; 0; 0; 2507; 47; 22; 7
1087; 2023/10/10; 19:40:42; 0; 62; 0; 0; 2542; 46; 22; 7
1088; 2023/10/10; 19:40:52; 1048575; 62; 0; 0; 2534; 45; 22; 7
1089; 2023/10/10; 19:41:02; 0; 52; 0; 0; 2360; 43; 22; 6
1090; 2023/10/10; 19:41:12; 1048575; 52; 0; 0; 2678; 46; 22; 7
1091; 2023/10/10; 19:41:22; 0; 52; 0; 0; 2545; 46; 22; 7
1092; 2023/10/10; 19:41:32; 0; 62; 0; 0; 2593; 45; 22; 7
1093; 2023/10/10; 19:41:42; 0; 62; 0; 0; 2551; 50; 22; 7
1094; 2023/10/10; 19:41:52; 1048575; 62; 0; 0; 2529; 45; 22; 7
1095; 2023/10/10; 19:42:02; 1048575; 62; 0; 0; 2522; 48; 22; 7
1096; 2023/10/10; 19:42:12; 1048575; 63; 0; 0; 2574; 44; 22; 6
1097; 2023/10/10; 19:42:22; 0; 62; 0; 0; 2546; 45; 22; 7
1098; 2023/10/10; 19:42:32; 1048575; 62; 0; 0; 2600; 45; 22; 7
1099; 2023/10/10; 19:42:42; 1048575; 62; 0; 0; 2613; 48; 22; 7
1100; 2023/10/10; 19:42:52; 0; 62; 0; 0; 2599; 45; 22; 7
1101; 2023/10/10; 19:43:02; 1048575; 62; 0; 0; 2694; 44; 22; 7
1102; 2023/10/10; 19:43:12; 0; 62; 0; 0; 2698; 48; 22; 7
1103; 2023/10/10; 19:43:22; 0; 62; 0; 0; 2490; 44; 22; 6
1104; 2023/10/10; 19:43:32; 0; 62; 0; 0; 2660; 44; 22; 7
1105; 2023/10/10; 19:43:42; 1048575; 62; 0; 0; 2660; 47; 22; 7
1106; 2023/10/10; 19:43:52; 1048574; 62; 0; 0; 2675; 46; 22; 7
1107; 2023/10/10; 19:44:02; 1048575; 62; 0; 0; 2697; 46; 22; 7
1108; 2023/10/10; 19:44:12; 1048575; 62; 0; 0; 2675; 48; 22; 7
1109; 2023/10/10; 19:44:22; 1048575; 62; 0; 0; 2642; 46; 22; 7
1110; 2023/10/10; 19:44:32; 0; 62; 0; 0; 2467; 44; 22; 6
1111; 2023/10/10; 19:44:42; 1048575; 62; 0; 0; 2642; 48; 22; 7
1112; 2023/10/10; 19:44:52; 1048575; 62; 0; 0; 2526; 46; 22; 7
1113; 2023/10/10; 19:45:02; 0; 62; 0; 0; 2535; 45; 22; 7
1114; 2023/10/10; 19:45:12; 1048575; 62; 0; 0; 2551; 47; 22; 7
1115; 2023/10/10; 19:45:22; 0; 62; 0; 0; 2591; 46; 22; 7
1116; 2023/10/10; 19:45:32; 1048575; 62; 0; 0; 2609; 46; 22; 7
1117; 2023/10/10; 19:45:42; 1048575; 52; 0; 0; 2380; 42; 22; 6
1118; 2023/10/10; 19:45:52; 1048575; 52; 0; 0; 2522; 48; 22; 7
1119; 2023/10/10; 19:46:02; 1048575; 52; 0; 0; 2464; 44; 22; 7
1120; 2023/10/10; 19:46:12; 0; 63; 0; 0; 2512; 48; 22; 7
1121; 2023/10/10; 19:46:22; 1048575; 63; 0; 0; 2532; 47; 22; 7
1122; 2023/10/10; 19:46:32; 0; 63; 0; 0; 2547; 45; 22; 7
1123; 2023/10/10; 19:46:42; 1048575; 63; 0; 0; 2552; 44; 22; 7
1124; 2023/10/10; 19:46:52; 0; 62; 0; 0; 2456; 44; 22; 6
1125; 2023/10/10; 19:47:02; 0; 62; 0; 0; 2553; 44; 22; 7
1126; 2023/10/10; 19:47:12; 0; 62; 0; 0; 2590; 45; 22; 7
1127; 2023/10/10; 19:47:22; 0; 62; 0; 0; 2602; 48; 22; 7
1128; 2023/10/10; 19:47:32; 0; 62; 0; 0; 2595; 45; 22; 7
1129; 2023/10/10; 19:47:42; 0; 62; 0; 0; 2663; 47; 22; 7
1130; 2023/10/10; 19:47:52; 0; 62; 0; 0; 2704; 48; 22; 7
1131; 2023/10/10; 19:48:02; 1048575; 62; 0; 0; 2400; 41; 22; 6
1132; 2023/10/10; 19:48:12; 0; 62; 0; 0; 2663; 45; 22; 7
1133; 2023/10/10; 19:48:22; 1048575; 62; 0; 0; 2680; 48; 22; 7
1134; 2023/10/10; 19:48:32; 0; 62; 0; 0; 2700; 46; 22; 7
1135; 2023/10/10; 19:48:42; 1048575; 62; 0; 0; 2671; 45; 22; 7
1136; 2023/10/10; 19:48:52; 0; 62; 0; 0; 2664; 48; 22; 7
1137; 2023/10/10; 19:49:02; 0; 62; 0; 0; 2508; 47; 22; 7
1138; 2023/10/10; 19:49:12; 0; 62; 0; 0; 2357; 41; 22; 6
1139; 2023/10/10; 19:49:22; 1048575; 62; 0; 0; 2525; 47; 22; 7
1140; 2023/10/10; 19:49:32; 1048575; 62; 0; 0; 2546; 47; 22; 7
1141; 2023/10/10; 19:49:42; 0; 62; 0; 0; 2608; 46; 22; 7
1142; 2023/10/10; 19:49:52; 1048575; 62; 0; 0; 2610; 48; 22; 7
1143; 2023/10/10; 19:50:02; 1048575; 62; 0; 0; 2574; 49; 22; 7
1144; 2023/10/10; 19:50:12; 0; 62; 0; 0; 2580; 45; 22; 7
1145; 2023/10/10; 19:50:22; 0; 52; 0; 0; 2385; 41; 22; 6
1146; 2023/10/10; 19:50:32; 1048574; 52; 0; 0; 2526; 49; 22; 7
1147; 2023/10/10; 19:50:42; 1048575; 52; 0; 0; 2523; 44; 22; 7
1148; 2023/10/10; 19:50:52; 0; 62; 0; 0; 2629; 44; 22; 7
1149; 2023/10/10; 19:51:02; 0; 62; 0; 0; 2614; 48; 22; 7
1150; 2023/10/10; 19:51:12; 1048575; 63; 0; 0; 2677; 46; 22; 7
1151; 2023/10/10; 19:51:22; 0; 62; 0; 0; 2664; 47; 22; 7
1152; 2023/10/10; 19:51:32; 1048575; 62; 0; 0; 2496; 44; 22; 6
1153; 2023/10/10; 19:51:42; 1048574; 62; 0; 0; 2676; 45; 22; 7
1154; 2023/10/10; 19:51:52; 0; 62; 0; 0; 2673; 44; 22; 7
1155; 2023/10/10; 19:52:02; 0; 62; 0; 0; 2675; 48; 22; 7
1156; 2023/10/10; 19:52:12; 1048575; 62; 0; 0; 2697; 45; 22; 7
1157; 2023/10/10; 19:52:22; 0; 62; 0; 0; 2676; 47; 22; 7
1158; 2023/10/10; 19:52:32; 0; 62; 0; 0; 2642; 48; 22; 7
1159; 2023/10/10; 19:52:42; 0; 62; 0; 0; 2355; 42; 22; 6
1160; 2023/10/10; 19:52:52; 0; 62; 0; 0; 2527; 45; 22; 7
1161; 2023/10/10; 19:53:02; 0; 62; 0; 0; 2520; 48; 22; 7
1162; 2023/10/10; 19:53:12; 1048575; 62; 0; 0; 2510; 46; 22; 7
1163; 2023/10/10; 19:53:22; 0; 62; 0; 0; 2506; 44; 22; 7
1164; 2023/10/10; 19:53:32; 0; 62; 0; 0; 2557; 48; 22; 7
1165; 2023/10/10; 19:53:42; 0; 62; 0; 0; 2525; 46; 22; 7
1166; 2023/10/10; 19:53:52; 0; 62; 0; 0; 2389; 42; 22; 6
1167; 2023/10/10; 19:54:02; 1048575; 62; 0; 0; 2557; 48; 22; 7
1168; 2023/10/10; 19:54:12; 1048575; 62; 0; 0; 2606; 47; 22; 7
1169; 2023/10/10; 19:54:22; 1048575; 62; 0; 0; 2614; 46; 22; 7
1170; 2023/10/10; 19:54:32; 0; 62; 0; 0; 2593; 49; 22; 7
1171; 2023/10/10; 19:54:42; 1; 62; 0; 0; 2648; 47; 22; 7
1172; 2023/10/10; 19:54:52; 0; 62; 0; 0; 2603; 44; 22; 7
1173; 2023/10/10; 19:55:02; 0; 62; 0; 0; 2530; 44; 22; 6
1174; 2023/10/10; 19:55:12; 0; 52; 0; 0; 2592; 46; 22; 7
1175; 2023/10/10; 19:55:22; 1048575; 52; 0; 0; 2591; 45; 22; 7
1176; 2023/10/10; 19:55:32; 0; 52; 0; 0; 2631; 48; 22; 7
1177; 2023/10/10; 19:55:42; 1048575; 63; 0; 0; 2694; 46; 22; 7
1178; 2023/10/10; 19:55:52; 1048575; 63; 0; 0; 2692; 45; 22; 7
1179; 2023/10/10; 19:56:02; 1048575; 63; 0; 0; 2689; 48; 22; 7
1180; 2023/10/10; 19:56:12; 1048575; 63; 0; 0; 2511; 43; 22; 6
1181; 2023/10/10; 19:56:22; 1048575; 62; 0; 0; 2685; 45; 22; 7
1182; 2023/10/10; 19:56:32; 1048575; 62; 0; 0; 2509; 47; 22; 7
1183; 2023/10/10; 19:56:42; 1048575; 62; 0; 0; 2642; 46; 22; 7
1184; 2023/10/10; 19:56:52; 0; 62; 0; 0; 2653; 44; 22; 7
1185; 2023/10/10; 19:57:02; 0; 62; 0; 0; 2519; 48; 22; 7
1186; 2023/10/10; 19:57:12; 0; 62; 0; 0; 2528; 47; 22; 7
1187; 2023/10/10; 19:57:22; 0; 62; 0; 0; 2355; 41; 22; 6
1188; 2023/10/10; 19:57:32; 1048575; 62; 0; 0; 2523; 48; 22; 7
1189; 2023/10/10; 19:57:42; 0; 62; 0; 0; 2520; 47; 22; 7
1190; 2023/10/10; 19:57:52; 0; 62; 0; 0; 2527; 45; 22; 7
1191; 2023/10/10; 19:58:02; 1048575; 62; 0; 0; 2527; 48; 22; 7
1192; 2023/10/10; 19:58:12; 1048575; 62; 0; 0; 2555; 47; 22; 7
1193; 2023/10/10; 19:58:22; 1048575; 62; 0; 0; 2580; 46; 22; 7
1194; 2023/10/10; 19:58:32; 0; 62; 0; 0; 2487; 42; 22; 6
1195; 2023/10/10; 19:58:42; 1048575; 62; 0; 0; 2630; 49; 22; 7
1196; 2023/10/10; 19:58:52; 0; 62; 0; 0; 2638; 46; 22; 7
1197; 2023/10/10; 19:59:02; 0; 62; 0; 0; 2608; 48; 22; 7
1198; 2023/10/10; 19:59:12; 1048575; 62; 0; 0; 2631; 48; 22; 7
1199; 2023/10/10; 19:59:22; 0; 62; 0; 0; 2604; 44; 22; 7
1200; 2023/10/10; 19:59:32; 0; 62; 0; 0; 2670; 47; 22; 7
1201; 2023/10/10; 19:59:42; 1048575; 62; 0; 0; 2356; 41; 22; 6
1202; 2023/10/10; 19:59:52; 1; 52; 0; 0; 2608; 46; 22; 7
1203; 2023/10/10; 20:00:02; 0; 52; 0; 0; 2643; 48; 22; 7
1204; 2023/10/10; 20:00:12; 1048575; 52; 0; 0; 2631; 48; 22; 7
1205; 2023/10/10; 20:00:22; 0; 63; 0; 0; 2520; 45; 22; 7
1206; 2023/10/10; 20:00:32; 0; 63; 0; 0; 2675; 47; 22; 7
1207; 2023/10/10; 20:00:42; 1048575; 62; 0; 0; 2536; 48; 22; 7
1208; 2023/10/10; 20:00:52; 1048575; 62; 0; 0; 2355; 42; 22; 6
1209; 2023/10/10; 20:01:02; 0; 62; 0; 0; 2527; 45; 22; 7
1210; 2023/10/10; 20:01:12; 0; 62; 0; 0; 2530; 48; 22; 7
1211; 2023/10/10; 20:01:22; 1048575; 62; 0; 0; 2544; 46; 22; 7
1212; 2023/10/10; 20:01:32; 0; 62; 0; 0; 2519; 47; 22; 7
1213; 2023/10/10; 20:01:42; 1048575; 62; 0; 0; 2506; 48; 22; 7
1214; 2023/10/10; 20:01:52; 1048575; 62; 0; 0; 2516; 45; 22; 7
1215; 2023/10/10; 20:02:02; 1; 62; 0; 0; 2355; 41; 22; 6
1216; 2023/10/10; 20:02:12; 0; 62; 0; 0; 2506; 48; 22; 7
1217; 2023/10/10; 20:02:22; 0; 62; 0; 0; 2527; 46; 22; 7
1218; 2023/10/10; 20:02:32; 0; 62; 0; 0; 2569; 45; 22; 7
1219; 2023/10/10; 20:02:42; 1048575; 62; 0; 0; 2571; 48; 22; 7
1220; 2023/10/10; 20:02:52; 1048575; 62; 0; 0; 2596; 48; 22; 7
1221; 2023/10/10; 20:03:02; 0; 62; 0; 0; 2582; 46; 22; 7
1222; 2023/10/10; 20:03:12; 1048575; 62; 0; 0; 2472; 44; 22; 6
1223; 2023/10/10; 20:03:22; 0; 62; 0; 0; 2565; 48; 22; 7
1224; 2023/10/10; 20:03:32; 1048575; 62; 0; 0; 2582; 45; 22; 7
1225; 2023/10/10; 20:03:42; 0; 62; 0; 0; 2599; 47; 22; 7
1226; 2023/10/10; 20:03:52; 0; 62; 0; 0; 2594; 47; 22; 7
1227; 2023/10/10; 20:04:02; 1048575; 62; 0; 0; 2611; 45; 22; 7
1228; 2023/10/10; 20:04:12; 1048575; 62; 0; 0; 2694; 47; 22; 7
1229; 2023/10/10; 20:04:22; 1048575; 62; 0; 0; 2508; 44; 22; 6
1230; 2023/10/10; 20:04:32; 1048575; 52; 0; 0; 2668; 44; 22; 7
1231; 2023/10/10; 20:04:42; 0; 52; 0; 0; 2638; 47; 22; 7
1232; 2023/10/10; 20:04:52; 0; 52; 0; 0; 2619; 48; 22; 7
1233; 2023/10/10; 20:05:02; 1; 63; 0; 0; 2689; 45; 22; 7
1234; 2023/10/10; 20:05:12; 1; 63; 0; 0; 2663; 47; 22; 7
1235; 2023/10/10; 20:05:22; 0; 62; 0; 0; 2510; 48; 22; 7
1236; 2023/10/10; 20:05:32; 0; 63; 0; 0; 2364; 43; 22; 6
1237; 2023/10/10; 20:05:42; 1048575; 62; 0; 0; 2533; 45; 22; 7
1238; 2023/10/10; 20:05:52; 1; 62; 0; 0; 2530; 48; 22; 7
1239; 2023/10/10; 20:06:02; 0; 62; 0; 0; 2525; 46; 22; 7
1240; 2023/10/10; 20:06:12; 0; 62; 0; 0; 2548; 47; 22; 7
1241; 2023/10/10; 20:06:22; 1048575; 62; 0; 0; 2528; 48; 22; 7
1242; 2023/10/10; 20:06:32; 0; 62; 0; 0; 2522; 45; 22; 7
1243; 2023/10/10; 20:06:42; 1; 62; 0; 0; 2377; 44; 22; 6
1244; 2023/10/10; 20:06:52; 1048574; 62; 0; 0; 2583; 48; 22; 7
1245; 2023/10/10; 20:07:02; 1048575; 62; 0; 0; 2592; 47; 22; 7
1246; 2023/10/10; 20:07:12; 0; 62; 0; 0; 2593; 46; 22; 7
1247; 2023/10/10; 20:07:22; 1048575; 62; 0; 0; 2614; 49; 22; 7
1248; 2023/10/10; 20:07:32; 1048575; 62; 0; 0; 2591; 48; 22; 7
1249; 2023/10/10; 20:07:42; 1048575; 62; 0; 0; 2576; 45; 22; 7
1250; 2023/10/10; 20:07:52; 1048575; 62; 0; 0; 2512; 41; 22; 6
1251; 2023/10/10; 20:08:02; 1048575; 62; 0; 0; 2610; 47; 22; 7
1252; 2023/10/10; 20:08:12; 0; 62; 0; 0; 2675; 45; 22; 7
1253; 2023/10/10; 20:08:22; 0; 62; 0; 0; 2686; 47; 22; 7
1254; 2023/10/10; 20:08:32; 1048575; 62; 0; 0; 2695; 48; 22; 7
1255; 2023/10/10; 20:08:42; 0; 62; 0; 0; 2686; 45; 22; 7
1256; 2023/10/10; 20:08:52; 1048574; 62; 0; 0; 2654; 48; 22; 7
1257; 2023/10/10; 20:09:02; 0; 62; 0; 0; 2507; 45; 22; 6
1258; 2023/10/10; 20:09:12; 1048575; 52; 0; 0; 2644; 45; 22; 7
1259; 2023/10/10; 20:09:23; 0; 52; 0; 0; 2639; 48; 22; 7
1260; 2023/10/10; 20:09:33; 0; 52; 0; 0; 2631; 48; 22; 7
1261; 2023/10/10; 20:09:42; 0; 62; 0; 0; 2618; 45; 22; 7
1262; 2023/10/10; 20:09:52; 0; 62; 0; 0; 2661; 47; 22; 7
1263; 2023/10/10; 20:10:02; 0; 62; 0; 0; 2517; 48; 22; 7
1264; 2023/10/10; 20:10:12; 0; 62; 0; 0; 2371; 43; 22; 6
1265; 2023/10/10; 20:10:22; 0; 62; 0; 0; 2540; 45; 22; 7
1266; 2023/10/10; 20:10:32; 0; 62; 0; 0; 2532; 48; 22; 7
1267; 2023/10/10; 20:10:42; 0; 62; 0; 0; 2512; 46; 22; 7
1268; 2023/10/10; 20:10:52; 0; 62; 0; 0; 2545; 45; 22; 7
1269; 2023/10/10; 20:11:02; 1; 62; 0; 0; 2553; 48; 22; 7
1270; 2023/10/10; 20:11:12; 0; 62; 0; 0; 2603; 46; 22; 7
